"id","Country","State","County","unit","firstSeen","commonName","scientificName","totalSeen","notes","ChecklistComments","Locations","UTM1","UTM2","lon","lat"
"24","GU",NA,"",8,2021,"Black-naped Tern","Sterna sumatrana",2,"","","Outhouse Beach",-12877568.0531798,11026062.5353441,144.655230853258,13.4642684082601
"25","GU",NA,"",8,2021,"Brown Noddy","Anous stolidus",4,"","","Outhouse Beach",-12877568.0531798,11026062.5353441,144.655230853258,13.4642684082601
"26","GU",NA,"",8,2021,"Pacific Reef-Heron","Egretta sacra",1,"white morph","","Outhouse Beach",-12877568.0531798,11026062.5353441,144.655230853258,13.4642684082601
"27","GU",NA,"",8,2021,"Philippine Collared-Dove","Streptopelia dusumieri",1,"","","Outhouse Beach",-12877568.0531798,11026062.5353441,144.655230853258,13.4642684082601
"28","GU",NA,"",8,2021,"Rock Pigeon (Feral Pigeon)","Columba livia (Feral Pigeon)",3,"","","Outhouse Beach",-12877568.0531798,11026062.5353441,144.655230853258,13.4642684082601
"29","GU",NA,"",9,2021,"Brown Noddy","Anous stolidus",1,"","","Merizo Bell Tower",-12966451.203446,11034651.671611,144.667926306261,13.2660369020137
"30","GU",NA,"",10,2021,"Black Noddy","Anous minutus",1,"","","Pelagic Trip from Agat Marina",-12919299.3819314,11034773.6148109,144.650690611456,13.3692262574235
"31","GU",NA,"",10,2021,"Brown Booby","Sula leucogaster",3,"","","Pelagic Trip from Agat Marina",-12919299.3819314,11034773.6148109,144.650690611456,13.3692262574235
"32","GU",NA,"",10,2021,"Brown Noddy","Anous stolidus",1,"","","Pelagic Trip from Agat Marina",-12919299.3819314,11034773.6148109,144.650690611456,13.3692262574235
"33","GU",NA,"",10,2021,"Eurasian Tree Sparrow","Passer montanus",10,"","","Pelagic Trip from Agat Marina",-12919299.3819314,11034773.6148109,144.650690611456,13.3692262574235
"34","GU",NA,"",10,2021,"Philippine Collared-Dove","Streptopelia dusumieri",1,"","","Pelagic Trip from Agat Marina",-12919299.3819314,11034773.6148109,144.650690611456,13.3692262574235
"35","GU",NA,"",10,2021,"Red-footed Booby","Sula sula",2,"","","Pelagic Trip from Agat Marina",-12919299.3819314,11034773.6148109,144.650690611456,13.3692262574235
"36","GU",NA,"",10,2021,"White Tern","Gygis alba",2,"","","Pelagic Trip from Agat Marina",-12919299.3819314,11034773.6148109,144.650690611456,13.3692262574235
"37","GU",NA,"",11,2021,"Brown Noddy","Anous stolidus",1,"","","Cocos Island",-12978018.7129062,11043898.0604861,144.651508484465,13.2375658819766
"38","GU",NA,"",11,2021,"Guam Rail","Gallirallus owstoni",1,"Large rail seen running past us (party of 2) near resort. Unmistakable zebra print pattern. No photos","","Cocos Island",-12978018.7129062,11043898.0604861,144.651508484465,13.2375658819766
"39","GU",NA,"",11,2021,"Micronesian Starling","Aplonis opaca",3,"","","Cocos Island",-12978018.7129062,11043898.0604861,144.651508484465,13.2375658819766
"40","GU",NA,"",11,2021,"Pacific Reef-Heron","Egretta sacra",2,"","","Cocos Island",-12978018.7129062,11043898.0604861,144.651508484465,13.2375658819766
"41","GU",NA,"",11,2021,"White Tern","Gygis alba",3,"","","Cocos Island",-12978018.7129062,11043898.0604861,144.651508484465,13.2375658819766
"42","MY","12","",12,2023,"Ashy Tailorbird","Orthotomus ruficeps",3,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"43","MY","12","",12,2023,"Bat Hawk","Macheiramphus alcinus",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"44","MY","12","",12,2023,"Black Hornbill","Anthracoceros malayanus",3,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"45","MY","12","",12,2023,"Black-and-yellow Broadbill","Eurylaimus ochromalus",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"46","MY","12","",12,2023,"Black-crowned Night Heron","Nycticorax nycticorax",3,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"47","MY","12","",12,2023,"Black-eared Barbet","Psilopogon duvaucelii",2,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"48","MY","12","",12,2023,"Blue-crowned Hanging-Parrot","Loriculus galgulus",3,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"49","MY","12","",12,2023,"Blue-eared Kingfisher","Alcedo meninting",3,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"50","MY","12","",12,2023,"Blue-throated Bee-eater","Merops viridis",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"51","MY","12","",12,2023,"Bold-striped Tit-Babbler","Mixornis bornensis",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"52","MY","12","",12,2023,"Bornean Ground-Cuckoo","Carpococcyx radiceus",2,"Pair wandering together and responding to Romzi’s call. One was shyer and moved further away as we approached. Other stayed around to play peekaboo. Black tails bobbed as they called. Blue eye skin was evident","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"53","MY","12","",12,2023,"Brahminy Kite","Haliastur indus",3,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"54","MY","12","",12,2023,"Brown Barbet","Caloramphus fuliginosus",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"55","MY","12","",12,2023,"Buff-necked Woodpecker","Meiglyptes tukki",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"56","MY","12","",12,2023,"Buffy Fish-Owl","Ketupa ketupu",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"57","MY","12","",12,2023,"Bushy-crested Hornbill","Anorrhinus galeritus",7,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"58","MY","12","",12,2023,"Changeable Hawk-Eagle","Nisaetus cirrhatus",2,"1 dark morph, 1 juvenile","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"59","MY","12","",12,2023,"Common Flameback","Dinopium javanense",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"60","MY","12","",12,2023,"Common Hill Myna","Gracula religiosa",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"61","MY","12","",12,2023,"Common Sandpiper","Actitis hypoleucos",15,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"62","MY","12","",12,2023,"Copper-throated Sunbird","Leptocoma calcostetha",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"63","MY","12","",12,2023,"Crested Serpent-Eagle","Spilornis cheela",4,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"64","MY","12","",12,2023,"Diard's Trogon","Harpactes diardii",1,"H.o","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"65","MY","12","",12,2023,"Dollarbird","Eurystomus orientalis",2,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"66","MY","12","",12,2023,"Gray-headed Fish-Eagle","Icthyophaga ichthyaetus",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"67","MY","12","",12,2023,"Great Egret","Ardea alba",16,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"68","MY","12","",12,2023,"Greater Coucal","Centropus sinensis",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"69","MY","12","",12,2023,"Green Imperial-Pigeon","Ducula aenea",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"70","MY","12","",12,2023,"Javan Myna","Acridotheres javanicus",3,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"71","MY","12","",12,2023,"Jerdon's Baza","Aviceda jerdoni",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"72","MY","12","",12,2023,"Large Frogmouth","Batrachostomus auritus",2,"1 seen. Other heard","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"73","MY","12","",12,2023,"Lesser Adjutant","Leptoptilos javanicus",7,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"74","MY","12","",12,2023,"Lesser Fish-Eagle","Icthyophaga humilis",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"75","MY","12","",12,2023,"Malaysian Pied-Fantail","Rhipidura javanica",3,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"76","MY","12","",12,2023,"Oriental Bay-Owl","Phodilus badius",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"77","MY","12","",12,2023,"Oriental Darter","Anhinga melanogaster",3,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"78","MY","12","",12,2023,"Oriental Magpie-Robin","Copsychus saularis",2,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"79","MY","12","",12,2023,"Oriental Pied-Hornbill","Anthracoceros albirostris",4,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"80","MY","12","",12,2023,"Pacific Swallow","Hirundo javanica",15,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"81","MY","12","",12,2023,"Pink-necked Green-Pigeon","Treron vernans",5,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"82","MY","12","",12,2023,"Plume-toed Swiftlet","Collocalia affinis",20,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"83","MY","12","",12,2023,"Purple Heron","Ardea purpurea",14,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"84","MY","12","",12,2023,"Rufous-backed Dwarf-Kingfisher","Ceyx rufidorsa",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"85","MY","12","",12,2023,"Stork-billed Kingfisher","Pelargopsis capensis",2,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"86","MY","12","",12,2023,"Storm's Stork","Ciconia stormi",8,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"87","MY","12","",12,2023,"Sunda Crow","Corvus enca",11,"","","Kinabatangan River--Sukau;Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"88","MY","12","",12,2023,"Wallace's Hawk-Eagle","Nisaetus nanus",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"89","MY","12","",12,2023,"White-crowned Shama","Copsychus stricklandii",1,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"90","MY","12","",12,2023,"White-fronted Falconet","Microhierax latifrons",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"91","MY","12","",12,2023,"Wrinkled Hornbill","Rhabdotorrhinus corrugatus",2,"","","Kinabatangan River--Sukau",-8103052.43502487,18720736.6586929,118.297106000066,5.53756999996787
"92","MY","12","",13,2023,"Ashy Tailorbird","Orthotomus ruficeps",3,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"93","MY","12","",13,2023,"Banded Kingfisher","Lacedo pulchella",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"94","MY","12","",13,2023,"Black Hornbill","Anthracoceros malayanus",8,"","Proboscis monkey, silvery lutang, flying foxes, and macaques","Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"95","MY","12","",13,2023,"Black-and-red Broadbill","Cymbirhynchus macrorhynchos",4,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"96","MY","12","",13,2023,"Black-and-yellow Broadbill","Eurylaimus ochromalus",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"97","MY","12","",13,2023,"Black-eared Barbet","Psilopogon duvaucelii",2,";H.o",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"98","MY","12","",13,2023,"Blue-eared Kingfisher","Alcedo meninting",3,"",";Mousedeer, flat-headed cat;Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"99","MY","12","",13,2023,"Blue-throated Bee-eater","Merops viridis",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"100","MY","12","",13,2023,"Brown Barbet","Caloramphus fuliginosus",6,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"101","MY","12","",13,2023,"Buffy Fish-Owl","Ketupa ketupu",2,"H.o;","Mousedeer, flat-headed cat;Proboscis monkey, silvery lutang, flying foxes, and macaques","Kinabatangan River--Tenegang to Menanggol;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"102","MY","12","",13,2023,"Common Iora","Aegithina tiphia",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"103","MY","12","",13,2023,"Common Sandpiper","Actitis hypoleucos",20,"","Proboscis monkey, silvery lutang, flying foxes, and macaques","Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"104","MY","12","",13,2023,"Crested Goshawk","Lophospiza trivirgata",2,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"105","MY","12","",13,2023,"Crested Serpent-Eagle","Spilornis cheela",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"106","MY","12","",13,2023,"Crimson Sunbird","Aethopyga siparaja",6,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"107","MY","12","",13,2023,"Dollarbird","Eurystomus orientalis",5,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"108","MY","12","",13,2023,"Great Egret","Ardea alba",9,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"109","MY","12","",13,2023,"Great Slaty Woodpecker","Mulleripicus pulverulentus",2,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"110","MY","12","",13,2023,"Greater Coucal","Centropus sinensis",2,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"111","MY","12","",13,2023,"Green Imperial-Pigeon","Ducula aenea",16,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"112","MY","12","",13,2023,"Javan Myna","Acridotheres javanicus",10,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"113","MY","12","",13,2023,"Large Frogmouth","Batrachostomus auritus",2,"H.o;H.o",";Mousedeer, flat-headed cat","89250, Sandakan MY-Sabah 5.49572, 118.28232;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"114","MY","12","",13,2023,"Lesser Adjutant","Leptoptilos javanicus",4,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248;89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"115","MY","12","",13,2023,"Lesser Green Leafbird","Chloropsis cyanopogon",2,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"116","MY","12","",13,2023,"Little Green-Pigeon","Treron olax",4,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"117","MY","12","",13,2023,"Little Spiderhunter","Arachnothera longirostra",2,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"118","MY","12","",13,2023,"Malaysian Blue Flycatcher","Cyornis turcosus",2,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"119","MY","12","",13,2023,"Oriental Darter","Anhinga melanogaster",3,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"120","MY","12","",13,2023,"Oriental Pied-Hornbill","Anthracoceros albirostris",6,"","Proboscis monkey, silvery lutang, flying foxes, and macaques","Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"121","MY","12","",13,2023,"Pacific Swallow","Hirundo javanica",27,"","Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"122","MY","12","",13,2023,"Plume-toed Swiftlet","Collocalia affinis",45,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"123","MY","12","",13,2023,"Purple Heron","Ardea purpurea",10,"","Proboscis monkey, silvery lutang, flying foxes, and macaques","Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"124","MY","12","",13,2023,"Raffles's Malkoha","Rhinortha chlorophaea",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"125","MY","12","",13,2023,"Red-eyed Bulbul","Pycnonotus brunneus",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"126","MY","12","",13,2023,"Red-naped Trogon","Harpactes kasumba",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"127","MY","12","",13,2023,"Rhinoceros Hornbill","Buceros rhinoceros",2,"","Proboscis monkey, silvery lutang, flying foxes, and macaques","Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"128","MY","12","",13,2023,"Rufous Woodpecker","Micropternus brachyurus",2,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"129","MY","12","",13,2023,"Rufous-bellied Eagle","Lophotriorchis kienerii",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"130","MY","12","",13,2023,"Rufous-tailed Tailorbird","Orthotomus sericeus",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"131","MY","12","",13,2023,"Sabah Partridge","Tropicoperdix graydoni",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"132","MY","12","",13,2023,"Sooty-capped Babbler","Malacopteron affine",1,"","","89250, Sandakan MY-Sabah 5.49595, 118.28248",-8101432.70978869,18730710.0665911,118.282480000065,5.49594599996663
"133","MY","12","",13,2023,"Stork-billed Kingfisher","Pelargopsis capensis",3,"",";Mousedeer, flat-headed cat;Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
"134","MY","12","",13,2023,"Storm's Stork","Ciconia stormi",2,"",";Proboscis monkey, silvery lutang, flying foxes, and macaques","89250, Sandakan MY-Sabah 5.49595, 118.28248;Kinabatangan River--Tenegang to Menanggol",-8102866.40669454,18732836.522403,118.287002400065,5.48570279996623
